t,px,py,pz,vx,vy,vz,ax,ay,az
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000
0.030,0.001,0.000,0.000,0.100,0.000,0.000,10.000,0.000,0.000
0.040,0.002,0.000,0.000,0.200,0.000,0.000,10.000,0.000,0.000
0.050,0.005,0.000,0.000,0.300,0.000,0.000,10.000,0.000,0.000
0.060,0.008,0.000,0.000,0.400,0.000,0.000,10.000,0.000,0.000
0.070,0.013,0.000,0.000,0.500,0.000,0.000,10.000,0.000,0.000
0.080,0.018,0.000,0.000,0.600,0.000,0.000,10.000,0.000,0.000
0.090,0.025,0.000,0.000,0.700,0.000,0.000,10.000,0.000,0.000
0.100,0.032,0.000,0.000,0.800,0.000,0.000,10.000,0.000,0.000
0.110,0.041,0.000,0.000,0.900,0.000,0.000,10.000,0.000,0.000
0.120,0.050,0.000,0.000,1.000,0.000,0.000,10.000,0.000,0.000
0.130,0.060,0.000,0.000,1.100,0.000,0.000,10.000,0.000,0.000
0.140,0.072,0.000,0.000,1.200,0.000,0.000,10.000,0.000,0.000
0.150,0.084,0.000,0.000,1.300,0.000,0.000,10.000,0.000,0.000
0.160,0.098,0.000,0.000,1.400,0.000,0.000,10.000,0.000,0.000
0.170,0.112,0.000,0.000,1.500,0.000,0.000,10.000,0.000,0.000
0.180,0.128,0.000,0.000,1.600,0.000,0.000,10.000,0.000,0.000
0.190,0.145,0.000,0.000,1.700,0.000,0.000,10.000,0.000,0.000
0.200,0.162,0.000,0.000,1.800,0.000,0.000,10.000,0.000,0.000
0.210,0.181,0.000,0.000,1.900,0.000,0.000,10.000,0.000,0.000
0.220,0.200,0.000,0.000,2.000,0.000,0.000,10.000,0.000,0.000
0.230,0.221,0.000,0.000,2.100,0.000,0.000,10.000,0.000,0.000
0.240,0.242,0.000,0.000,2.200,0.000,0.000,10.000,0.000,0.000
0.250,0.265,0.000,0.000,2.300,0.000,0.000,10.000,0.000,0.000
0.260,0.288,0.000,0.000,2.400,0.000,0.000,10.000,0.000,0.000
0.270,0.313,0.000,0.000,2.500,0.000,0.000,10.000,0.000,0.000
0.280,0.338,0.000,0.000,2.600,0.000,0.000,10.000,0.000,0.000
0.290,0.365,0.000,0.000,2.700,0.000,0.000,10.000,0.000,0.000
0.300,0.392,0.000,0.000,2.800,0.000,0.000,10.000,0.000,0.000
0.310,0.421,0.000,0.000,2.900,0.000,0.000,10.000,0.000,0.000
0.320,0.450,0.000,0.000,3.000,0.000,0.000,10.000,0.000,0.000
0.330,0.481,0.000,0.000,3.100,0.000,0.000,10.000,0.000,0.000
0.340,0.512,0.000,0.000,3.200,0.000,0.000,10.000,0.000,0.000
0.350,0.545,0.000,0.000,3.300,0.000,0.000,10.000,0.000,0.000
0.360,0.578,0.000,0.000,3.400,0.000,0.000,10.000,0.000,0.000
0.370,0.613,0.000,0.000,3.500,0.000,0.000,10.000,0.000,0.000
0.380,0.648,0.000,0.000,3.600,0.000,0.000,10.000,0.000,0.000
0.390,0.685,0.000,0.000,3.700,0.000,0.000,10.000,0.000,0.000
0.400,0.722,0.000,0.000,3.800,0.000,0.000,10.000,0.000,0.000
0.410,0.761,0.000,0.000,3.900,0.000,0.000,10.000,0.000,0.000
0.420,0.800,0.000,0.000,4.000,0.000,0.000,10.000,0.000,0.000
0.430,0.841,0.000,0.000,4.100,0.000,0.000,10.000,0.000,0.000
0.440,0.882,0.000,0.000,4.200,0.000,0.000,10.000,0.000,0.000
0.450,0.924,0.000,0.000,4.300,0.000,0.000,10.000,0.000,0.000
0.460,0.968,0.000,0.000,4.400,0.000,0.000,10.000,0.000,0.000
0.470,1.012,0.000,0.000,4.500,0.000,0.000,10.000,0.000,0.000
0.480,1.058,0.000,0.000,4.600,0.000,0.000,10.000,0.000,0.000
0.490,1.104,0.000,0.000,4.700,0.000,0.000,10.000,0.000,0.000
0.500,1.152,0.000,0.000,4.800,0.000,0.000,10.000,0.000,0.000
0.510,1.200,0.000,0.000,4.900,0.000,0.000,10.000,0.000,0.000
0.520,1.250,0.000,0.000,5.000,0.000,0.000,10.000,0.000,0.000
0.530,1.300,0.000,0.000,5.100,0.000,0.000,10.000,0.000,0.000
0.540,1.352,0.000,0.000,5.200,0.000,0.000,10.000,0.000,0.000
0.550,1.404,0.000,0.000,5.300,0.000,0.000,10.000,0.000,0.000
0.560,1.458,0.000,0.000,5.400,0.000,0.000,10.000,0.000,0.000
0.570,1.512,0.000,0.000,5.500,0.000,0.000,10.000,0.000,0.000
0.580,1.568,0.000,0.000,5.600,0.000,0.000,10.000,0.000,0.000
0.590,1.624,0.000,0.000,5.700,0.000,0.000,10.000,0.000,0.000
0.600,1.682,0.000,0.000,5.800,0.000,0.000,10.000,0.000,0.000
0.610,1.740,0.000,0.000,5.900,0.000,0.000,10.000,0.000,0.000
0.620,1.800,0.000,0.000,6.000,0.000,0.000,10.000,0.000,0.000
0.630,1.860,0.000,0.000,6.100,0.000,0.000,10.000,0.000,0.000
0.640,1.922,0.000,0.000,6.200,0.000,0.000,10.000,0.000,0.000
0.650,1.984,0.000,0.000,6.300,0.000,0.000,10.000,0.000,0.000
0.660,2.048,0.000,0.000,6.400,0.000,0.000,10.000,0.000,0.000
0.670,2.112,0.000,0.000,6.500,0.000,0.000,10.000,0.000,0.000
0.680,2.178,0.000,0.000,6.600,0.000,0.000,10.000,0.000,0.000
0.690,2.244,0.000,0.000,6.700,0.000,0.000,10.000,0.000,0.000
0.700,2.312,0.000,0.000,6.800,0.000,0.000,10.000,0.000,0.000
0.710,2.380,0.000,0.000,6.900,0.000,0.000,10.000,0.000,0.000
0.720,2.450,0.000,0.000,7.000,0.000,0.000,10.000,0.000,0.000
0.730,2.520,0.000,0.000,7.100,0.000,0.000,10.000,0.000,0.000
0.740,2.592,0.000,0.000,7.200,0.000,0.000,10.000,0.000,0.000
0.750,2.664,0.000,0.000,7.300,0.000,0.000,10.000,0.000,0.000
0.760,2.738,0.000,0.000,7.400,0.000,0.000,10.000,0.000,0.000
0.770,2.812,0.000,0.000,7.500,0.000,0.000,10.000,0.000,0.000
0.780,2.888,0.000,0.000,7.600,0.000,0.000,10.000,0.000,0.000
0.790,2.964,0.000,0.000,7.700,0.000,0.000,10.000,0.000,0.000
0.800,3.042,0.000,0.000,7.800,0.000,0.000,10.000,0.000,0.000
0.810,3.120,0.000,0.000,7.900,0.000,0.000,10.000,0.000,0.000
0.820,3.200,0.000,0.000,8.000,0.000,0.000,10.000,0.000,0.000
0.830,3.280,0.000,0.000,8.100,0.000,0.000,10.000,0.000,0.000
0.840,3.362,0.000,0.000,8.200,0.000,0.000,10.000,0.000,0.000
0.850,3.445,0.000,0.000,8.300,0.000,0.000,10.000,0.000,0.000
0.860,3.528,0.000,0.000,8.400,0.000,0.000,10.000,0.000,0.000
0.870,3.613,0.000,0.000,8.500,0.000,0.000,10.000,0.000,0.000
0.880,3.698,0.000,0.000,8.600,0.000,0.000,10.000,0.000,0.000
0.890,3.785,0.000,0.000,8.700,0.000,0.000,10.000,0.000,0.000
0.900,3.872,0.000,0.000,8.800,0.000,0.000,10.000,0.000,0.000
0.910,3.961,0.000,0.000,8.900,0.000,0.000,10.000,0.000,0.000
0.920,4.050,0.000,0.000,9.000,0.000,0.000,10.000,0.000,0.000
0.930,4.140,0.000,0.000,9.100,0.000,0.000,10.000,0.000,0.000
0.940,4.232,0.000,0.000,9.200,0.000,0.000,10.000,0.000,0.000
0.950,4.324,0.000,0.000,9.300,0.000,0.000,10.000,0.000,0.000
0.960,4.418,0.000,0.000,9.400,0.000,0.000,10.000,0.000,0.000
0.970,4.512,0.000,0.000,9.500,0.000,0.000,10.000,0.000,0.000
0.980,4.608,0.000,0.000,9.600,0.000,0.000,10.000,0.000,0.000
0.990,4.704,0.000,0.000,9.700,0.000,0.000,10.000,0.000,0.000
1.000,4.802,0.000,0.000,9.800,0.000,0.000,10.000,0.000,0.000
1.010,4.900,0.000,0.000,9.900,0.000,0.000,10.000,0.000,0.000
1.020,5.000,0.000,0.000,10.000,0.000,0.000,10.000,0.000,0.000
1.030,5.100,0.000,0.000,10.100,0.000,0.000,10.000,0.000,0.000
1.040,5.202,0.000,0.000,10.200,0.000,0.000,10.000,0.000,0.000
1.050,5.304,0.000,0.000,10.300,0.000,0.000,10.000,0.000,0.000
1.060,5.408,0.000,0.000,10.400,0.000,0.000,10.000,0.000,0.000
1.070,5.512,0.000,0.000,10.500,0.000,0.000,10.000,0.000,0.000
1.080,5.618,0.000,0.000,10.600,0.000,0.000,10.000,0.000,0.000
1.090,5.724,0.000,0.000,10.700,0.000,0.000,10.000,0.000,0.000
1.100,5.832,0.000,0.000,10.800,0.000,0.000,10.000,0.000,0.000
1.110,5.940,0.000,0.000,10.900,0.000,0.000,10.000,0.000,0.000
1.120,6.050,0.000,0.000,11.000,0.000,0.000,10.000,0.000,0.000
1.130,6.160,0.000,0.000,11.100,0.000,0.000,10.000,0.000,0.000
1.140,6.272,0.000,0.000,11.200,0.000,0.000,10.000,0.000,0.000
1.150,6.384,0.000,0.000,11.300,0.000,0.000,10.000,0.000,0.000
1.160,6.498,0.000,0.000,11.400,0.000,0.000,10.000,0.000,0.000
1.170,6.612,0.000,0.000,11.500,0.000,0.000,10.000,0.000,0.000
1.180,6.728,0.000,0.000,11.600,0.000,0.000,10.000,0.000,0.000
1.190,6.844,0.000,0.000,11.700,0.000,0.000,10.000,0.000,0.000
1.200,6.962,0.000,0.000,11.800,0.000,0.000,10.000,0.000,0.000
1.210,7.080,0.000,0.000,11.900,0.000,0.000,10.000,0.000,0.000
1.220,7.200,0.000,0.000,12.000,0.000,0.000,10.000,0.000,0.000
1.230,7.320,0.000,0.000,12.100,0.000,0.000,10.000,0.000,0.000
1.240,7.442,0.000,0.000,12.200,0.000,0.000,10.000,0.000,0.000
1.250,7.564,0.000,0.000,12.300,0.000,0.000,10.000,0.000,0.000
1.260,7.688,0.000,0.000,12.400,0.000,0.000,10.000,0.000,0.000
1.270,7.812,0.000,0.000,12.500,0.000,0.000,10.000,0.000,0.000
1.280,7.938,0.000,0.000,12.600,0.000,0.000,10.000,0.000,0.000
1.290,8.064,0.000,0.000,12.700,0.000,0.000,10.000,0.000,0.000
1.300,8.192,0.000,0.000,12.800,0.000,0.000,10.000,0.000,0.000
1.310,8.320,0.000,0.000,12.900,0.000,0.000,10.000,0.000,0.000
1.320,8.450,0.000,0.000,13.000,0.000,0.000,10.000,0.000,0.000
1.330,8.580,0.000,0.000,13.100,0.000,0.000,10.000,0.000,0.000
1.340,8.712,0.000,0.000,13.200,0.000,0.000,10.000,0.000,0.000
1.350,8.844,0.000,0.000,13.300,0.000,0.000,10.000,0.000,0.000
1.360,8.978,0.000,0.000,13.400,0.000,0.000,10.000,0.000,0.000
1.370,9.112,0.000,0.000,13.500,0.000,0.000,10.000,0.000,0.000
1.380,9.248,0.000,0.000,13.600,0.000,0.000,10.000,0.000,0.000
1.390,9.384,0.000,0.000,13.700,0.000,0.000,10.000,0.000,0.000
1.400,9.522,0.000,0.000,13.800,0.000,0.000,10.000,0.000,0.000
1.410,9.660,0.000,0.000,13.900,0.000,0.000,10.000,0.000,0.000
1.420,9.800,0.000,0.000,14.000,0.000,0.000,10.000,0.000,0.000
1.430,9.940,0.000,0.000,14.100,0.000,0.000,10.000,0.000,0.000
1.440,10.082,0.000,0.000,14.200,0.000,0.000,10.000,0.000,0.000
1.450,10.224,0.000,0.000,14.300,0.000,0.000,10.000,0.000,0.000
1.460,10.368,0.000,0.000,14.400,0.000,0.000,10.000,0.000,0.000
1.470,10.512,0.000,0.000,14.500,0.000,0.000,10.000,0.000,0.000
1.480,10.658,0.000,0.000,14.600,0.000,0.000,10.000,0.000,0.000
1.490,10.804,0.000,0.000,14.700,0.000,0.000,10.000,0.000,0.000
1.500,10.952,0.000,0.000,14.800,0.000,0.000,10.000,0.000,0.000
1.510,11.100,0.000,0.000,14.900,0.000,0.000,10.000,0.000,0.000
1.520,11.250,0.000,0.000,15.000,0.000,0.000,10.000,0.000,0.000
1.530,11.400,0.000,0.000,15.100,0.000,0.000,10.000,0.000,0.000
1.540,11.552,0.000,0.000,15.200,0.000,0.000,10.000,0.000,0.000
1.550,11.704,0.000,0.000,15.300,0.000,0.000,10.000,0.000,0.000
1.560,11.858,0.000,0.000,15.400,0.000,0.000,10.000,0.000,0.000
1.570,12.012,0.000,0.000,15.500,0.000,0.000,10.000,0.000,0.000
1.580,12.168,0.000,0.000,15.600,0.000,0.000,10.000,0.000,0.000
1.590,12.324,0.000,0.000,15.700,0.000,0.000,10.000,0.000,0.000
1.600,12.482,0.000,0.000,15.800,0.000,0.000,10.000,0.000,0.000
1.610,12.640,0.000,0.000,15.900,0.000,0.000,10.000,0.000,0.000
1.620,12.800,0.000,0.000,16.000,0.000,0.000,10.000,0.000,0.000
1.630,12.960,0.000,0.000,16.100,0.000,0.000,10.000,0.000,0.000
1.640,13.122,0.000,0.000,16.200,0.000,0.000,10.000,0.000,0.000
1.650,13.284,0.000,0.000,16.300,0.000,0.000,10.000,0.000,0.000
1.660,13.448,0.000,0.000,16.400,0.000,0.000,10.000,0.000,0.000
1.670,13.612,0.000,0.000,16.500,0.000,0.000,10.000,0.000,0.000
1.680,13.778,0.000,0.000,16.600,0.000,0.000,10.000,0.000,0.000
1.690,13.944,0.000,0.000,16.700,0.000,0.000,10.000,0.000,0.000
1.700,14.112,0.000,0.000,16.800,0.000,0.000,10.000,0.000,0.000
1.710,14.280,0.000,0.000,16.900,0.000,0.000,10.000,0.000,0.000
1.720,14.450,0.000,0.000,17.000,0.000,0.000,10.000,0.000,0.000
1.730,14.620,0.000,0.000,17.100,0.000,0.000,10.000,0.000,0.000
1.740,14.792,0.000,0.000,17.200,0.000,0.000,10.000,0.000,0.000
1.750,14.964,0.000,0.000,17.300,0.000,0.000,10.000,0.000,0.000
1.760,15.138,0.000,0.000,17.400,0.000,0.000,10.000,0.000,0.000
1.770,15.312,0.000,0.000,17.500,0.000,0.000,10.000,0.000,0.000
1.780,15.488,0.000,0.000,17.600,0.000,0.000,10.000,0.000,0.000
1.790,15.664,0.000,0.000,17.700,0.000,0.000,10.000,0.000,0.000
1.800,15.842,0.000,0.000,17.800,0.000,0.000,10.000,0.000,0.000
1.810,16.020,0.000,0.000,17.900,0.000,0.000,10.000,0.000,0.000
1.820,16.200,0.000,0.000,18.000,0.000,0.000,10.000,0.000,0.000
1.830,16.380,0.000,0.000,18.100,0.000,0.000,10.000,0.000,0.000
1.840,16.562,0.000,0.000,18.200,0.000,0.000,10.000,0.000,0.000
1.850,16.744,0.000,0.000,18.300,0.000,0.000,10.000,0.000,0.000
1.860,16.928,0.000,0.000,18.400,0.000,0.000,10.000,0.000,0.000
1.870,17.112,0.000,0.000,18.500,0.000,0.000,10.000,0.000,0.000
1.880,17.298,0.000,0.000,18.600,0.000,0.000,10.000,0.000,0.000
1.890,17.484,0.000,0.000,18.700,0.000,0.000,10.000,0.000,0.000
1.900,17.672,0.000,0.000,18.800,0.000,0.000,10.000,0.000,0.000
1.910,17.860,0.000,0.000,18.900,0.000,0.000,10.000,0.000,0.000
1.920,18.050,0.000,0.000,19.000,0.000,0.000,10.000,0.000,0.000
1.930,18.240,0.000,0.000,19.100,0.000,0.000,10.000,0.000,0.000
1.940,18.432,0.000,0.000,19.200,0.000,0.000,10.000,0.000,0.000
1.950,18.624,0.000,0.000,19.300,0.000,0.000,10.000,0.000,0.000
1.960,18.818,0.000,0.000,19.400,0.000,0.000,10.000,0.000,0.000
1.970,19.012,0.000,0.000,19.500,0.000,0.000,10.000,0.000,0.000
1.980,19.208,0.000,0.000,19.600,0.000,0.000,10.000,0.000,0.000
1.990,19.404,0.000,0.000,19.700,0.000,0.000,10.000,0.000,0.000
2.000,19.602,0.000,0.000,19.800,0.000,0.000,10.000,0.000,0.000
2.010,19.800,0.000,0.000,19.900,0.000,0.000,10.000,0.000,0.000
2.020,20.000,0.000,0.000,20.000,0.000,0.000,10.000,0.000,0.000
2.030,20.200,0.000,0.000,20.100,0.000,0.000,10.000,0.000,0.000
2.040,20.402,0.000,0.000,20.200,0.000,0.000,10.000,0.000,0.000
2.050,20.604,0.000,0.000,20.300,0.000,0.000,10.000,0.000,0.000
2.060,20.808,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.070,21.012,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.080,21.216,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.090,21.420,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.100,21.624,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.110,21.828,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.120,22.032,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.130,22.236,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.140,22.440,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.150,22.644,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.160,22.848,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.170,23.052,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.180,23.256,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.190,23.460,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.200,23.664,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.210,23.868,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.220,24.072,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.230,24.276,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.240,24.480,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.250,24.684,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.260,24.888,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.270,25.092,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.280,25.296,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.290,25.500,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.300,25.704,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.310,25.908,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.320,26.112,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.330,26.316,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.340,26.520,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.350,26.724,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.360,26.928,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.370,27.132,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.380,27.336,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.390,27.540,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.400,27.744,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.410,27.948,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.420,28.152,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.430,28.356,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.440,28.560,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.450,28.764,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.460,28.968,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.470,29.172,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.480,29.376,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.490,29.580,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.500,29.784,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.510,29.988,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.520,30.192,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.530,30.396,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.540,30.600,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.550,30.804,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.560,31.008,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.570,31.212,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.580,31.416,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.590,31.620,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.600,31.824,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.610,32.028,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.620,32.232,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.630,32.436,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.640,32.640,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.650,32.844,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.660,33.048,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.670,33.252,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.680,33.456,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.690,33.660,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.700,33.864,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.710,34.068,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.720,34.272,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.730,34.476,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.740,34.680,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.750,34.884,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.760,35.088,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.770,35.292,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.780,35.496,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.790,35.700,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.800,35.904,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.810,36.108,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.820,36.312,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.830,36.516,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.840,36.720,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.850,36.924,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.860,37.128,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.870,37.332,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.880,37.536,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.890,37.740,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.900,37.944,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.910,38.148,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.920,38.352,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.930,38.556,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.940,38.760,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.950,38.964,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.960,39.168,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.970,39.372,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.980,39.576,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
2.990,39.780,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.000,39.984,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.010,40.188,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.020,40.392,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.030,40.596,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.040,40.800,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.050,41.004,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.060,41.208,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.070,41.412,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.080,41.616,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.090,41.820,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.100,42.024,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.110,42.228,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.120,42.432,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.130,42.636,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.140,42.840,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.150,43.044,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.160,43.248,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.170,43.452,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.180,43.656,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.190,43.860,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.200,44.064,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.210,44.268,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.220,44.472,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.230,44.676,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.240,44.880,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.250,45.084,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.260,45.288,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.270,45.492,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.280,45.696,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.290,45.900,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.300,46.104,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.310,46.308,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.320,46.512,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.330,46.716,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.340,46.920,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.350,47.124,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.360,47.328,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.370,47.532,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.380,47.736,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.390,47.940,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.400,48.144,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.410,48.348,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.420,48.552,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.430,48.756,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.440,48.960,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.450,49.164,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.460,49.368,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.470,49.572,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
3.480,49.776,0.000,0.000,20.400,0.000,0.000,0.000,0.000,0.000
