t,px,py,pz,vx,vy,vz,ax,ay,az
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.020,0.001,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000
0.030,0.002,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
0.040,0.005,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000
0.050,0.008,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000
0.060,0.013,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
0.070,0.018,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000
0.080,0.025,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000
0.090,0.032,0.000,0.000,0.800,0.000,0.000,0.000,0.000,0.000
0.100,0.041,0.000,0.000,0.900,0.000,0.000,0.000,0.000,0.000
0.110,0.050,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
0.120,0.060,0.000,0.000,1.100,0.000,0.000,0.000,0.000,0.000
0.130,0.072,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
0.140,0.084,0.000,0.000,1.300,0.000,0.000,0.000,0.000,0.000
0.150,0.098,0.000,0.000,1.400,0.000,0.000,0.000,0.000,0.000
0.160,0.112,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000
0.170,0.128,0.000,0.000,1.600,0.000,0.000,0.000,0.000,0.000
0.180,0.145,0.000,0.000,1.700,0.000,0.000,0.000,0.000,0.000
0.190,0.162,0.000,0.000,1.800,0.000,0.000,0.000,0.000,0.000
0.200,0.181,0.000,0.000,1.900,0.000,0.000,0.000,0.000,0.000
0.210,0.200,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000
0.220,0.221,0.000,0.000,2.100,0.000,0.000,0.000,0.000,0.000
0.230,0.242,0.000,0.000,2.200,0.000,0.000,0.000,0.000,0.000
0.240,0.265,0.000,0.000,2.300,0.000,0.000,0.000,0.000,0.000
0.250,0.288,0.000,0.000,2.400,0.000,0.000,0.000,0.000,0.000
0.260,0.313,0.000,0.000,2.500,0.000,0.000,0.000,0.000,0.000
0.270,0.338,0.000,0.000,2.600,0.000,0.000,0.000,0.000,0.000
0.280,0.365,0.000,0.000,2.700,0.000,0.000,0.000,0.000,0.000
0.290,0.392,0.000,0.000,2.800,0.000,0.000,0.000,0.000,0.000
0.300,0.421,0.000,0.000,2.900,0.000,0.000,0.000,0.000,0.000
0.310,0.450,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000
0.320,0.481,0.000,0.000,3.100,0.000,0.000,0.000,0.000,0.000
0.330,0.512,0.000,0.000,3.200,0.000,0.000,0.000,0.000,0.000
0.340,0.545,0.000,0.000,3.300,0.000,0.000,0.000,0.000,0.000
0.350,0.578,0.000,0.000,3.400,0.000,0.000,0.000,0.000,0.000
0.360,0.613,0.000,0.000,3.500,0.000,0.000,0.000,0.000,0.000
0.370,0.648,0.000,0.000,3.600,0.000,0.000,0.000,0.000,0.000
0.380,0.685,0.000,0.000,3.700,0.000,0.000,0.000,0.000,0.000
0.390,0.722,0.000,0.000,3.800,0.000,0.000,0.000,0.000,0.000
0.400,0.761,0.000,0.000,3.900,0.000,0.000,0.000,0.000,0.000
0.410,0.800,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000
0.420,0.841,0.000,0.000,4.100,0.000,0.000,0.000,0.000,0.000
0.430,0.882,0.000,0.000,4.200,0.000,0.000,0.000,0.000,0.000
0.440,0.924,0.000,0.000,4.300,0.000,0.000,0.000,0.000,0.000
0.450,0.968,0.000,0.000,4.400,0.000,0.000,0.000,0.000,0.000
0.460,1.012,0.000,0.000,4.500,0.000,0.000,0.000,0.000,0.000
0.470,1.058,0.000,0.000,4.600,0.000,0.000,0.000,0.000,0.000
0.480,1.104,0.000,0.000,4.700,0.000,0.000,0.000,0.000,0.000
0.490,1.152,0.000,0.000,4.800,0.000,0.000,0.000,0.000,0.000
0.500,1.200,0.000,0.000,4.900,0.000,0.000,0.000,0.000,0.000
0.510,1.250,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000
0.520,1.300,0.000,0.000,5.100,0.000,0.000,0.000,0.000,0.000
0.530,1.352,0.000,0.000,5.200,0.000,0.000,0.000,0.000,0.000
0.540,1.404,0.000,0.000,5.300,0.000,0.000,0.000,0.000,0.000
0.550,1.458,0.000,0.000,5.400,0.000,0.000,0.000,0.000,0.000
0.560,1.512,0.000,0.000,5.500,0.000,0.000,0.000,0.000,0.000
0.570,1.568,0.000,0.000,5.600,0.000,0.000,0.000,0.000,0.000
0.580,1.624,0.000,0.000,5.700,0.000,0.000,0.000,0.000,0.000
0.590,1.682,0.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000
0.600,1.740,0.000,0.000,5.900,0.000,0.000,0.000,0.000,0.000
0.610,1.800,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000
0.620,1.860,0.000,0.000,6.100,0.000,0.000,0.000,0.000,0.000
0.630,1.922,0.000,0.000,6.200,0.000,0.000,0.000,0.000,0.000
0.640,1.984,0.000,0.000,6.300,0.000,0.000,0.000,0.000,0.000
0.650,2.048,0.000,0.000,6.400,0.000,0.000,0.000,0.000,0.000
0.660,2.112,0.000,0.000,6.500,0.000,0.000,0.000,0.000,0.000
0.670,2.178,0.000,0.000,6.600,0.000,0.000,0.000,0.000,0.000
0.680,2.244,0.000,0.000,6.700,0.000,0.000,0.000,0.000,0.000
0.690,2.312,0.000,0.000,6.800,0.000,0.000,0.000,0.000,0.000
0.700,2.380,0.000,0.000,6.900,0.000,0.000,0.000,0.000,0.000
0.710,2.450,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000
0.720,2.520,0.000,0.000,7.100,0.000,0.000,0.000,0.000,0.000
0.730,2.592,0.000,0.000,7.200,0.000,0.000,0.000,0.000,0.000
0.740,2.664,0.000,0.000,7.300,0.000,0.000,0.000,0.000,0.000
0.750,2.738,0.000,0.000,7.400,0.000,0.000,0.000,0.000,0.000
0.760,2.812,0.000,0.000,7.500,0.000,0.000,0.000,0.000,0.000
0.770,2.888,0.000,0.000,7.600,0.000,0.000,0.000,0.000,0.000
0.780,2.964,0.000,0.000,7.700,0.000,0.000,0.000,0.000,0.000
0.790,3.042,0.000,0.000,7.800,0.000,0.000,0.000,0.000,0.000
0.800,3.120,0.000,0.000,7.900,0.000,0.000,0.000,0.000,0.000
0.810,3.200,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000
0.820,3.280,0.000,0.000,8.100,0.000,0.000,0.000,0.000,0.000
0.830,3.362,0.000,0.000,8.200,0.000,0.000,0.000,0.000,0.000
0.840,3.445,0.000,0.000,8.300,0.000,0.000,0.000,0.000,0.000
0.850,3.528,0.000,0.000,8.400,0.000,0.000,0.000,0.000,0.000
0.860,3.613,0.000,0.000,8.500,0.000,0.000,0.000,0.000,0.000
0.870,3.698,0.000,0.000,8.600,0.000,0.000,0.000,0.000,0.000
0.880,3.785,0.000,0.000,8.700,0.000,0.000,0.000,0.000,0.000
0.890,3.872,0.000,0.000,8.800,0.000,0.000,0.000,0.000,0.000
0.900,3.961,0.000,0.000,8.900,0.000,0.000,0.000,0.000,0.000
0.910,4.050,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000
0.920,4.140,0.000,0.000,9.100,0.000,0.000,0.000,0.000,0.000
0.930,4.232,0.000,0.000,9.200,0.000,0.000,0.000,0.000,0.000
0.940,4.324,0.000,0.000,9.300,0.000,0.000,0.000,0.000,0.000
0.950,4.418,0.000,0.000,9.400,0.000,0.000,0.000,0.000,0.000
0.960,4.512,0.000,0.000,9.500,0.000,0.000,0.000,0.000,0.000
0.970,4.608,0.000,0.000,9.600,0.000,0.000,0.000,0.000,0.000
0.980,4.704,0.000,0.000,9.700,0.000,0.000,0.000,0.000,0.000
0.990,4.802,0.000,0.000,9.800,0.000,0.000,0.000,0.000,0.000
1.000,4.900,0.000,0.000,9.900,0.000,0.000,0.000,0.000,0.000
1.010,5.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000
1.020,5.100,0.000,0.000,10.100,0.000,0.000,0.000,0.000,0.000
1.030,5.202,0.000,0.000,10.200,0.000,0.000,0.000,0.000,0.000
1.040,5.304,0.000,0.000,10.300,0.000,0.000,0.000,0.000,0.000
1.050,5.408,0.000,0.000,10.400,0.000,0.000,0.000,0.000,0.000
1.060,5.512,0.000,0.000,10.500,0.000,0.000,0.000,0.000,0.000
1.070,5.618,0.000,0.000,10.600,0.000,0.000,0.000,0.000,0.000
1.080,5.724,0.000,0.000,10.700,0.000,0.000,0.000,0.000,0.000
1.090,5.832,0.000,0.000,10.800,0.000,0.000,0.000,0.000,0.000
1.100,5.940,0.000,0.000,10.900,0.000,0.000,0.000,0.000,0.000
1.110,6.050,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000
1.120,6.160,0.000,0.000,11.100,0.000,0.000,0.000,0.000,0.000
1.130,6.272,0.000,0.000,11.200,0.000,0.000,0.000,0.000,0.000
1.140,6.384,0.000,0.000,11.300,0.000,0.000,0.000,0.000,0.000
1.150,6.498,0.000,0.000,11.400,0.000,0.000,0.000,0.000,0.000
1.160,6.612,0.000,0.000,11.500,0.000,0.000,0.000,0.000,0.000
1.170,6.728,0.000,0.000,11.600,0.000,0.000,0.000,0.000,0.000
1.180,6.844,0.000,0.000,11.700,0.000,0.000,0.000,0.000,0.000
1.190,6.962,0.000,0.000,11.800,0.000,0.000,0.000,0.000,0.000
1.200,7.080,0.000,0.000,11.900,0.000,0.000,0.000,0.000,0.000
1.210,7.200,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000
1.220,7.320,0.000,0.000,12.100,0.000,0.000,0.000,0.000,0.000
1.230,7.442,0.000,0.000,12.200,0.000,0.000,0.000,0.000,0.000
1.240,7.564,0.000,0.000,12.300,0.000,0.000,0.000,0.000,0.000
1.250,7.688,0.000,0.000,12.400,0.000,0.000,0.000,0.000,0.000
1.260,7.812,0.000,0.000,12.500,0.000,0.000,0.000,0.000,0.000
1.270,7.938,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000
1.280,8.064,0.000,0.000,12.700,0.000,0.000,0.000,0.000,0.000
1.290,8.192,0.000,0.000,12.800,0.000,0.000,0.000,0.000,0.000
1.300,8.320,0.000,0.000,12.900,0.000,0.000,0.000,0.000,0.000
1.310,8.450,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000
1.320,8.580,0.000,0.000,13.100,0.000,0.000,0.000,0.000,0.000
1.330,8.712,0.000,0.000,13.200,0.000,0.000,0.000,0.000,0.000
1.340,8.844,0.000,0.000,13.300,0.000,0.000,0.000,0.000,0.000
1.350,8.978,0.000,0.000,13.400,0.000,0.000,0.000,0.000,0.000
1.360,9.112,0.000,0.000,13.500,0.000,0.000,0.000,0.000,0.000
1.370,9.248,0.000,0.000,13.600,0.000,0.000,0.000,0.000,0.000
1.380,9.384,0.000,0.000,13.700,0.000,0.000,0.000,0.000,0.000
1.390,9.522,0.000,0.000,13.800,0.000,0.000,0.000,0.000,0.000
1.400,9.660,0.000,0.000,13.900,0.000,0.000,0.000,0.000,0.000
1.410,9.800,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000
1.420,9.940,0.000,0.000,14.100,0.000,0.000,0.000,0.000,0.000
1.430,10.082,0.000,0.000,14.200,0.000,0.000,0.000,0.000,0.000
1.440,10.224,0.000,0.000,14.300,0.000,0.000,0.000,0.000,0.000
1.450,10.368,0.000,0.000,14.400,0.000,0.000,0.000,0.000,0.000
1.460,10.512,0.000,0.000,14.500,0.000,0.000,0.000,0.000,0.000
1.470,10.658,0.000,0.000,14.600,0.000,0.000,0.000,0.000,0.000
1.480,10.804,0.000,0.000,14.700,0.000,0.000,0.000,0.000,0.000
1.490,10.952,0.000,0.000,14.800,0.000,0.000,0.000,0.000,0.000
1.500,11.100,0.000,0.000,14.900,0.000,0.000,0.000,0.000,0.000
1.510,11.250,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000
1.520,11.400,0.000,0.000,15.100,0.000,0.000,0.000,0.000,0.000
1.530,11.552,0.000,0.000,15.200,0.000,0.000,0.000,0.000,0.000
1.540,11.704,0.000,0.000,15.300,0.000,0.000,0.000,0.000,0.000
1.550,11.858,0.000,0.000,15.400,0.000,0.000,0.000,0.000,0.000
1.560,12.012,0.000,0.000,15.500,0.000,0.000,0.000,0.000,0.000
1.570,12.168,0.000,0.000,15.600,0.000,0.000,0.000,0.000,0.000
1.580,12.324,0.000,0.000,15.700,0.000,0.000,0.000,0.000,0.000
1.590,12.482,0.000,0.000,15.800,0.000,0.000,0.000,0.000,0.000
1.600,12.640,0.000,0.000,15.900,0.000,0.000,0.000,0.000,0.000
1.610,12.800,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000
1.620,12.960,0.000,0.000,16.100,0.000,0.000,0.000,0.000,0.000
1.630,13.122,0.000,0.000,16.200,0.000,0.000,0.000,0.000,0.000
1.640,13.284,0.000,0.000,16.300,0.000,0.000,0.000,0.000,0.000
1.650,13.448,0.000,0.000,16.400,0.000,0.000,0.000,0.000,0.000
1.660,13.612,0.000,0.000,16.500,0.000,0.000,0.000,0.000,0.000
1.670,13.778,0.000,0.000,16.600,0.000,0.000,0.000,0.000,0.000
1.680,13.944,0.000,0.000,16.700,0.000,0.000,0.000,0.000,0.000
1.690,14.112,0.000,0.000,16.800,0.000,0.000,0.000,0.000,0.000
1.700,14.280,0.000,0.000,16.900,0.000,0.000,0.000,0.000,0.000
1.710,14.450,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000
1.720,14.620,0.000,0.000,17.100,0.000,0.000,0.000,0.000,0.000
1.730,14.792,0.000,0.000,17.200,0.000,0.000,0.000,0.000,0.000
1.740,14.964,0.000,0.000,17.300,0.000,0.000,0.000,0.000,0.000
1.750,15.138,0.000,0.000,17.400,0.000,0.000,0.000,0.000,0.000
1.760,15.312,0.000,0.000,17.500,0.000,0.000,0.000,0.000,0.000
1.770,15.488,0.000,0.000,17.600,0.000,0.000,0.000,0.000,0.000
1.780,15.664,0.000,0.000,17.700,0.000,0.000,0.000,0.000,0.000
1.790,15.842,0.000,0.000,17.800,0.000,0.000,0.000,0.000,0.000
1.800,16.020,0.000,0.000,17.900,0.000,0.000,0.000,0.000,0.000
1.810,16.200,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000
1.820,16.380,0.000,0.000,18.100,0.000,0.000,0.000,0.000,0.000
1.830,16.562,0.000,0.000,18.200,0.000,0.000,0.000,0.000,0.000
1.840,16.744,0.000,0.000,18.300,0.000,0.000,0.000,0.000,0.000
1.850,16.928,0.000,0.000,18.400,0.000,0.000,0.000,0.000,0.000
1.860,17.112,0.000,0.000,18.500,0.000,0.000,0.000,0.000,0.000
1.870,17.298,0.000,0.000,18.600,0.000,0.000,0.000,0.000,0.000
1.880,17.484,0.000,0.000,18.700,0.000,0.000,0.000,0.000,0.000
1.890,17.672,0.000,0.000,18.800,0.000,0.000,0.000,0.000,0.000
1.900,17.860,0.000,0.000,18.900,0.000,0.000,0.000,0.000,0.000
1.910,18.050,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000
1.920,18.240,0.000,0.000,19.100,0.000,0.000,0.000,0.000,0.000
1.930,18.432,0.000,0.000,19.200,0.000,0.000,0.000,0.000,0.000
1.940,18.624,0.000,0.000,19.300,0.000,0.000,0.000,0.000,0.000
1.950,18.818,0.000,0.000,19.400,0.000,0.000,0.000,0.000,0.000
1.960,19.012,0.000,0.000,19.500,0.000,0.000,0.000,0.000,0.000
1.970,19.208,0.000,0.000,19.600,0.000,0.000,0.000,0.000,0.000
1.980,19.404,0.000,0.000,19.700,0.000,0.000,0.000,0.000,0.000
1.990,19.602,0.000,0.000,19.800,0.000,0.000,0.000,0.000,0.000
2.000,19.800,0.000,0.000,19.900,0.000,0.000,0.000,0.000,0.000
2.010,20.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.020,20.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.030,20.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.040,20.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.050,20.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.060,21.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.070,21.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.080,21.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.090,21.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.100,21.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.110,22.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.120,22.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.130,22.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.140,22.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.150,22.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.160,23.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.170,23.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.180,23.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.190,23.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.200,23.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.210,24.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.220,24.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.230,24.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.240,24.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.250,24.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.260,25.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.270,25.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.280,25.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.290,25.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.300,25.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.310,26.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.320,26.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.330,26.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.340,26.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.350,26.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.360,27.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.370,27.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.380,27.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.390,27.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.400,27.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.410,28.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.420,28.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.430,28.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.440,28.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.450,28.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.460,29.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.470,29.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.480,29.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.490,29.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.500,29.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.510,30.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.520,30.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.530,30.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.540,30.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.550,30.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.560,31.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.570,31.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.580,31.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.590,31.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.600,31.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.610,32.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.620,32.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.630,32.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.640,32.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.650,32.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.660,33.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.670,33.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.680,33.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.690,33.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.700,33.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.710,34.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.720,34.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.730,34.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.740,34.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.750,34.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.760,35.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.770,35.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.780,35.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.790,35.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.800,35.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.810,36.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.820,36.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.830,36.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.840,36.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.850,36.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.860,37.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.870,37.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.880,37.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.890,37.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.900,37.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.910,38.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.920,38.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.930,38.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.940,38.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.950,38.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.960,39.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.970,39.200,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.980,39.400,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
2.990,39.600,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
3.000,39.800,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
3.010,40.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000
3.020,40.200,0.000,0.001,20.000,0.000,0.200,0.000,0.000,0.000
3.030,40.400,0.000,0.004,20.000,0.000,0.400,0.000,0.000,0.000
3.040,40.600,0.000,0.009,20.000,0.000,0.600,0.000,0.000,0.000
3.050,40.800,0.000,0.016,20.000,0.000,0.800,0.000,0.000,0.000
3.060,41.000,0.000,0.025,20.000,0.000,1.000,0.000,0.000,0.000
3.070,41.200,0.000,0.036,20.000,0.000,1.200,0.000,0.000,0.000
3.080,41.400,0.000,0.049,20.000,0.000,1.400,0.000,0.000,0.000
3.090,41.600,0.000,0.064,20.000,0.000,1.600,0.000,0.000,0.000
3.100,41.800,0.000,0.081,20.000,0.000,1.800,0.000,0.000,0.000
3.110,42.000,0.000,0.100,20.000,0.000,2.000,0.000,0.000,0.000
3.120,42.200,0.000,0.121,20.000,0.000,2.200,0.000,0.000,0.000
3.130,42.400,0.000,0.144,20.000,0.000,2.400,0.000,0.000,0.000
3.140,42.600,0.000,0.169,20.000,0.000,2.600,0.000,0.000,0.000
3.150,42.800,0.000,0.196,20.000,0.000,2.800,0.000,0.000,0.000
3.160,43.000,0.000,0.225,20.000,0.000,3.000,0.000,0.000,0.000
3.170,43.200,0.000,0.256,20.000,0.000,3.200,0.000,0.000,0.000
3.180,43.400,0.000,0.289,20.000,0.000,3.400,0.000,0.000,0.000
3.190,43.600,0.000,0.324,20.000,0.000,3.600,0.000,0.000,0.000
3.200,43.800,0.000,0.361,20.000,0.000,3.800,0.000,0.000,0.000
3.210,44.000,0.000,0.400,20.000,0.000,4.000,0.000,0.000,0.000
3.220,44.200,0.000,0.441,20.000,0.000,4.200,0.000,0.000,0.000
3.230,44.400,0.000,0.484,20.000,0.000,4.400,0.000,0.000,0.000
3.240,44.600,0.000,0.529,20.000,0.000,4.600,0.000,0.000,0.000
3.250,44.800,0.000,0.576,20.000,0.000,4.800,0.000,0.000,0.000
3.260,45.000,0.000,0.625,20.000,0.000,5.000,0.000,0.000,0.000
3.270,45.200,0.000,0.676,20.000,0.000,5.200,0.000,0.000,0.000
3.280,45.400,0.000,0.729,20.000,0.000,5.400,0.000,0.000,0.000
3.290,45.600,0.000,0.784,20.000,0.000,5.600,0.000,0.000,0.000
3.300,45.800,0.000,0.841,20.000,0.000,5.800,0.000,0.000,0.000
3.310,46.000,0.000,0.900,20.000,0.000,6.000,0.000,0.000,0.000
3.320,46.200,0.000,0.961,20.000,0.000,6.200,0.000,0.000,0.000
3.330,46.400,0.000,1.024,20.000,0.000,6.400,0.000,0.000,0.000
3.340,46.600,0.000,1.089,20.000,0.000,6.600,0.000,0.000,0.000
3.350,46.800,0.000,1.156,20.000,0.000,6.800,0.000,0.000,0.000
3.360,47.000,0.000,1.225,20.000,0.000,7.000,0.000,0.000,0.000
3.370,47.200,0.000,1.296,20.000,0.000,7.200,0.000,0.000,0.000
3.380,47.400,0.000,1.369,20.000,0.000,7.400,0.000,0.000,0.000
3.390,47.600,0.000,1.444,20.000,0.000,7.600,0.000,0.000,0.000
3.400,47.800,0.000,1.521,20.000,0.000,7.800,0.000,0.000,0.000
3.410,48.000,0.000,1.600,20.000,0.000,8.000,0.000,0.000,0.000
3.420,48.200,0.000,1.681,20.000,0.000,8.200,0.000,0.000,0.000
3.430,48.400,0.000,1.764,20.000,0.000,8.400,0.000,0.000,0.000
3.440,48.600,0.000,1.849,20.000,0.000,8.600,0.000,0.000,0.000
3.450,48.800,0.000,1.936,20.000,0.000,8.800,0.000,0.000,0.000
3.460,49.000,0.000,2.025,20.000,0.000,9.000,0.000,0.000,0.000
3.470,49.200,0.000,2.116,20.000,0.000,9.200,0.000,0.000,0.000
3.480,49.400,0.000,2.209,20.000,0.000,9.400,0.000,0.000,0.000
